,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
6238,MIZORAM,SAIHA,2009,3,0,0,0,0,0,0
6239,MIZORAM,SERCHHIP,2009,5,0,0,7,0,0,0
6240,MIZORAM,AIZAWL,2010,34,0,0,42,0,2,0
6241,MIZORAM,CHAMPHAI,2010,20,0,0,5,0,0,0
6242,MIZORAM,KOLASIB,2010,8,0,0,3,0,0,0
6243,MIZORAM,LAWNGTLAI,2010,6,0,0,2,0,0,0
6244,MIZORAM,LUNGLEI,2010,9,0,0,10,0,0,0
6245,MIZORAM,MAMIT,2010,6,0,0,6,0,0,0
6246,MIZORAM,SAIHA,2010,3,0,0,1,0,0,0
6247,MIZORAM,SERCHHIP,2010,6,0,0,6,0,1,0
6248,MIZORAM,AIZAWL,2011,35,0,0,43,0,9,0
6249,MIZORAM,CHAMPHAI,2011,10,0,0,10,0,0,0
6250,MIZORAM,KOLASIB,2011,7,0,0,3,1,0,0
6251,MIZORAM,LAWNGTLAI,2011,2,0,0,0,0,0,0
6252,MIZORAM,LUNGLEI,2011,13,0,0,3,0,0,0
6253,MIZORAM,MAMIT,2011,4,0,0,4,0,0,0
6254,MIZORAM,SAIHA,2011,2,0,0,5,0,0,0
6255,MIZORAM,SERCHHIP,2011,4,0,0,4,0,0,0
6256,MIZORAM,AIZAWL,2012,42,0,0,44,0,8,0
6257,MIZORAM,CHAMPHAI,2012,12,1,0,15,0,0,0
6258,MIZORAM,KOLASIB,2012,9,0,0,9,0,0,0
6259,MIZORAM,LAWNGTLAI,2012,7,1,0,0,0,0,0
6260,MIZORAM,LUNGLEI,2012,16,0,0,4,0,0,0
6261,MIZORAM,MAMIT,2012,10,0,0,3,0,0,0
6262,MIZORAM,SAIHA,2012,0,1,0,1,0,0,0
6263,MIZORAM,SERCHHIP,2012,7,0,0,9,0,0,0
6264,Mizoram,AIZAWL,2013,37,1,0,37,0,5,0
6265,Mizoram,CHAMPHAI,2013,12,0,0,5,0,0,0
6266,Mizoram,KOLASIB,2013,9,1,0,7,0,0,0
6267,Mizoram,LAWNGTLAI,2013,3,0,0,6,0,0,0
6268,Mizoram,LUNGLEI,2013,15,0,0,13,0,0,0
6269,Mizoram,MAMIT,2013,5,0,0,5,0,0,0
6270,Mizoram,SAIHA,2013,4,0,0,1,0,0,0
6271,Mizoram,SERCHHIP,2013,4,0,0,7,0,0,0
6272,Mizoram,SPL NARCOTIC,2013,0,0,0,0,0,0,0
6273,Mizoram,TRAFFIC PS,2013,0,0,0,0,0,0,0
6274,Mizoram,Aizawl,2014,39,1,0,58,0,5,0
6275,Mizoram,Champhai,2014,22,1,0,0,29,0,0
6276,Mizoram,Kolasib,2014,10,1,0,10,0,1,0
6277,Mizoram,Lawngtlai,2014,9,0,0,5,0,0,0
6278,Mizoram,Lunglei,2014,14,0,0,13,0,0,0
6279,Mizoram,Mamit,2014,10,0,0,6,0,2,0
6280,Mizoram,Saiha,2014,4,0,0,2,0,0,0
6281,Mizoram,Serchhip,2014,12,0,0,3,0,0,0
6282,Mizoram,Spl Traffic,2014,0,0,0,0,0,0,0
6283,NAGALAND,DIMAPUR,2001,4,4,0,0,0,0,0
6284,NAGALAND,KIPHIRE,2001,0,0,0,0,0,0,0
6285,NAGALAND,KOHIMA,2001,6,0,0,6,0,0,0
6286,NAGALAND,MOKOKCHUNG,2001,1,0,0,0,0,0,0
6287,NAGALAND,MON,2001,2,2,0,0,0,0,0
6288,NAGALAND,PEREN,2001,0,0,0,0,0,0,0
6289,NAGALAND,PHEK,2001,1,0,0,0,0,0,0
6290,NAGALAND,TUENSANG,2001,0,0,0,0,0,0,0
6291,NAGALAND,WOKHA,2001,1,0,0,0,0,0,0
6292,NAGALAND,ZUNHEBOTO,2001,2,0,0,0,0,0,0
6293,NAGALAND,DIMAPUR,2002,3,2,0,1,0,0,0
6294,NAGALAND,KIPHIRE,2002,1,1,0,0,0,0,0
6295,NAGALAND,KOHIMA,2002,9,0,0,0,0,0,0
6296,NAGALAND,MOKOKCHUNG,2002,0,0,0,0,0,0,0
6297,NAGALAND,MON,2002,0,1,0,0,0,0,0
6298,NAGALAND,PEREN,2002,0,0,0,0,0,0,0
6299,NAGALAND,PHEK,2002,1,0,0,0,0,0,0
6300,NAGALAND,TUENSANG,2002,1,0,0,0,0,0,0
6301,NAGALAND,WOKHA,2002,1,0,0,0,0,0,0
6302,NAGALAND,ZUNHEBOTO,2002,1,0,0,0,0,0,0
6303,NAGALAND,DIMAPUR,2003,2,2,0,0,0,0,1
6304,NAGALAND,KIPHIRE,2003,1,0,0,0,0,0,0
6305,NAGALAND,KOHIMA,2003,5,0,0,4,0,0,0
6306,NAGALAND,MOKOKCHUNG,2003,1,0,0,0,2,0,0
6307,NAGALAND,MON,2003,2,0,0,0,0,0,0
6308,NAGALAND,PEREN,2003,1,0,0,0,0,0,0
6309,NAGALAND,PHEK,2003,2,0,0,0,0,0,0
6310,NAGALAND,TUENSANG,2003,0,0,0,0,0,0,0
6311,NAGALAND,WOKHA,2003,0,1,0,0,0,0,0
6312,NAGALAND,ZUNHEBOTO,2003,0,0,0,0,0,0,0
6313,NAGALAND,DIMAPUR,2004,2,4,0,0,0,0,0
6314,NAGALAND,KIPHIRE,2004,0,0,0,0,0,0,0
6315,NAGALAND,KOHIMA,2004,10,0,0,2,0,0,0
6316,NAGALAND,MOKOKCHUNG,2004,1,0,0,0,1,0,0
6317,NAGALAND,MON,2004,0,0,0,0,0,0,0
6318,NAGALAND,PEREN,2004,2,0,0,0,0,0,0
6319,NAGALAND,PHEK,2004,1,0,0,1,0,0,0
6320,NAGALAND,TUENSANG,2004,1,0,0,0,0,0,0
6321,NAGALAND,WOKHA,2004,0,0,0,0,0,0,0
6322,NAGALAND,ZUNHEBOTO,2004,1,0,0,0,0,0,0
6323,NAGALAND,DIMAPUR,2005,7,0,0,0,0,0,0
6324,NAGALAND,KIPHIRE,2005,0,0,0,0,0,0,0
6325,NAGALAND,KOHIMA,2005,5,5,0,0,0,0,0
6326,NAGALAND,MOKOKCHUNG,2005,0,0,0,1,0,0,0
6327,NAGALAND,MON,2005,1,0,0,1,0,0,0
6328,NAGALAND,PEREN,2005,1,0,0,4,0,0,0
6329,NAGALAND,PHEK,2005,1,1,0,1,0,0,0
6330,NAGALAND,TUENSANG,2005,1,0,0,0,0,0,0
6331,NAGALAND,WOKHA,2005,0,3,0,0,0,0,0
6332,NAGALAND,ZUNHEBOTO,2005,1,0,0,0,0,0,0
6333,NAGALAND,DIMAPUR,2006,5,2,0,2,2,3,0
6334,NAGALAND,KIPHIRE,2006,0,0,0,0,0,0,0
6335,NAGALAND,KOHIMA,2006,8,0,0,0,0,0,0
6336,NAGALAND,MOKOKCHUNG,2006,0,0,0,0,0,0,0
6337,NAGALAND,MON,2006,2,0,0,0,0,0,0
6338,NAGALAND,PEREN,2006,0,0,0,1,0,0,0
6339,NAGALAND,PHEK,2006,5,0,0,0,0,0,0
6340,NAGALAND,TUENSANG,2006,1,0,0,0,0,0,0
6341,NAGALAND,WOKHA,2006,0,1,0,0,0,0,0
6342,NAGALAND,ZUNHEBOTO,2006,2,0,0,0,0,0,0
6343,NAGALAND,DIMAPUR,2007,5,4,0,5,1,0,0
6344,NAGALAND,KIPHIRE,2007,0,0,0,0,0,0,0
6345,NAGALAND,KOHIMA,2007,4,1,0,1,0,0,0
6346,NAGALAND,LONGLENG,2007,0,1,0,0,0,0,0
6347,NAGALAND,MOKOKCHUNG,2007,1,0,0,0,0,0,0
6348,NAGALAND,MON,2007,0,0,0,1,0,0,0
6349,NAGALAND,PEREN,2007,0,0,0,0,0,0,0
6350,NAGALAND,PHEK,2007,0,0,0,1,0,0,0
6351,NAGALAND,TUENSANG,2007,0,0,0,0,0,0,0
6352,NAGALAND,WOKHA,2007,3,0,0,0,0,0,0
6353,NAGALAND,ZUNHEBOTO,2007,0,0,0,0,0,0,0
6354,NAGALAND,DIMAPUR,2008,6,5,0,11,0,2,0
6355,NAGALAND,KIPHIRE,2008,0,0,0,0,0,0,0
6356,NAGALAND,KOHIMA,2008,6,0,0,1,0,2,0
6357,NAGALAND,LONGLENG,2008,0,0,0,0,0,0,0
6358,NAGALAND,MOKOKCHUNG,2008,1,0,0,0,0,0,0
6359,NAGALAND,MON,2008,1,0,0,1,0,0,0
6360,NAGALAND,PEREN,2008,1,0,0,0,0,0,0
6361,NAGALAND,PHEK,2008,2,0,0,1,0,0,0
6362,NAGALAND,TUENSANG,2008,1,0,0,0,0,0,0
6363,NAGALAND,WOKHA,2008,0,2,0,1,1,0,0
6364,NAGALAND,ZUNHEBOTO,2008,1,0,0,0,0,0,0
6365,NAGALAND,DIMAPUR,2009,7,4,0,7,0,0,0
6366,NAGALAND,KIPHIRE,2009,0,0,0,0,0,0,0
6367,NAGALAND,KOHIMA,2009,6,4,0,0,0,0,0
6368,NAGALAND,LONGLENG,2009,0,0,0,0,0,0,0
6369,NAGALAND,MOKOKCHUNG,2009,0,0,0,0,0,0,0
6370,NAGALAND,MON,2009,0,0,0,0,0,0,0
6371,NAGALAND,PEREN,2009,2,0,0,1,0,0,0
6372,NAGALAND,PHEK,2009,0,0,0,1,0,0,0
6373,NAGALAND,TUENSANG,2009,1,0,0,1,0,0,0
6374,NAGALAND,WOKHA,2009,3,0,0,1,0,0,0
6375,NAGALAND,ZUNHEBOTO,2009,3,2,0,0,0,0,0
6376,NAGALAND,DIMAPUR,2010,4,5,0,8,2,1,0
6377,NAGALAND,KIPHIRE,2010,0,0,0,0,0,0,0
6378,NAGALAND,KOHIMA,2010,3,0,0,1,0,0,0
6379,NAGALAND,LONGLENG,2010,0,0,0,0,0,0,0
6380,NAGALAND,MOKOKCHUNG,2010,2,0,0,1,0,0,0
6381,NAGALAND,MON,2010,0,0,0,0,0,0,0
6382,NAGALAND,PEREN,2010,0,0,0,0,1,0,0
6383,NAGALAND,PHEK,2010,1,0,0,1,0,0,0
6384,NAGALAND,TUENSANG,2010,1,0,0,2,0,0,0
6385,NAGALAND,WOKHA,2010,2,1,0,0,0,0,0
6386,NAGALAND,ZUNHEBOTO,2010,3,0,0,0,0,0,0
6387,NAGALAND,DIMAPUR,2011,9,1,0,7,0,1,0
6388,NAGALAND,KIPHIRE,2011,0,0,0,0,0,0,0
6389,NAGALAND,KOHIMA,2011,0,0,0,0,0,0,0
6390,NAGALAND,LONGLENG,2011,1,0,0,0,0,0,0
6391,NAGALAND,MOKOKCHUNG,2011,2,1,0,0,0,0,0
6392,NAGALAND,MON,2011,2,0,0,0,0,0,0
6393,NAGALAND,PEREN,2011,0,0,0,0,0,0,0
6394,NAGALAND,PHEK,2011,3,0,0,2,0,0,0
6395,NAGALAND,TUENSANG,2011,2,0,0,0,0,0,0
6396,NAGALAND,WOKHA,2011,1,0,0,0,0,0,0
6397,NAGALAND,ZUNHEBOTO,2011,3,1,0,0,0,0,0
6398,NAGALAND,DIMAPUR,2012,9,5,0,9,0,0,0
6399,NAGALAND,KIPHIRE,2012,0,0,0,0,0,0,0
6400,NAGALAND,KOHIMA,2012,1,0,0,2,0,0,0
6401,NAGALAND,LONGLENG,2012,0,0,0,0,0,0,0
6402,NAGALAND,MOKOKCHUNG,2012,3,0,0,3,0,0,0
6403,NAGALAND,MON,2012,3,2,0,0,0,0,0
6404,NAGALAND,PEREN,2012,0,0,0,0,0,0,0
6405,NAGALAND,PHEK,2012,1,0,0,2,0,0,0
6406,NAGALAND,TUENSANG,2012,1,0,0,0,0,0,0
6407,NAGALAND,WOKHA,2012,2,0,0,0,0,0,0
6408,NAGALAND,ZUNHEBOTO,2012,1,3,0,0,0,0,0
6409,Nagaland,DIMAPUR,2013,14,10,1,18,1,4,0
6410,Nagaland,KIPHIRE,2013,2,0,0,0,0,0,0
6411,Nagaland,KOHIMA,2013,5,0,0,0,0,0,0
6412,Nagaland,LONGLENG,2013,0,0,0,0,0,0,0
6413,Nagaland,MOKOKCHUNG,2013,3,0,0,0,0,0,0
6414,Nagaland,MON,2013,1,1,0,0,0,0,0
6415,Nagaland,PEREN,2013,1,0,0,0,0,0,0
6416,Nagaland,PHEK,2013,4,0,0,0,0,0,0
6417,Nagaland,TUENSANG,2013,1,0,0,0,0,0,0
6418,Nagaland,WOKHA,2013,0,0,0,0,0,0,0
6419,Nagaland,ZUNHEBOTO,2013,0,0,0,0,0,0,0
6420,Nagaland,Dimapur,2014,12,8,0,10,1,3,0
6421,Nagaland,Kiphire,2014,1,0,0,0,0,0,0
6422,Nagaland,Kohima,2014,9,3,0,0,0,0,0
6423,Nagaland,Longleng,2014,1,0,0,0,0,0,0
6424,Nagaland,Mokokchung,2014,1,1,0,2,0,0,0
6425,Nagaland,Mon,2014,1,0,0,0,0,0,0
6426,Nagaland,Peren,2014,0,0,0,1,0,0,0
6427,Nagaland,Phek,2014,1,0,0,3,0,0,0
6428,Nagaland,Tuensang,2014,1,1,0,0,0,0,0
6429,Nagaland,Wokha,2014,0,0,0,0,0,0,0
6430,Nagaland,Zunheboto,2014,3,0,0,0,0,0,0
6431,ODISHA,ANGUL,2001,33,5,8,90,0,53,0
6432,ODISHA,BALASORE,2001,58,32,36,92,9,68,0
6433,ODISHA,BARAGARH,2001,19,8,0,41,2,30,0
6434,ODISHA,BERHAMPUR,2001,10,10,4,41,6,29,0
6435,ODISHA,BHADRAK,2001,35,18,23,29,5,79,0
6436,ODISHA,BOLANGIR,2001,19,16,4,91,11,61,0
6437,ODISHA,BOUDH,2001,6,5,1,21,3,6,0
6438,ODISHA,CUTTACK,2001,34,33,39,42,1,125,0
6439,ODISHA,DEOGARH,2001,8,4,2,33,0,8,0
6440,ODISHA,DHENKANAL,2001,15,7,14,82,5,31,0
6441,ODISHA,GAJAPATI,2001,10,3,1,13,2,7,0
6442,ODISHA,GANJAM,2001,22,10,1,102,6,9,0
6443,ODISHA,JAGATSINGHPUR,2001,12,16,16,13,2,30,0
6444,ODISHA,JAJPUR,2001,24,14,16,16,3,42,0
6445,ODISHA,JHARSUGUDA,2001,12,5,4,39,1,13,0
6446,ODISHA,KALAHANDI,2001,30,17,0,22,5,9,0
6447,ODISHA,KANDHAMAL,2001,34,25,4,95,15,29,0
6448,ODISHA,KENDRAPARA,2001,11,15,24,66,176,57,0
6449,ODISHA,KEONJHAR,2001,38,19,4,127,16,41,0
6450,ODISHA,KHURDA,2001,65,32,11,28,9,171,0
6451,ODISHA,KORAPUT,2001,38,13,7,56,124,132,0
6452,ODISHA,MALKANGIR,2001,14,5,0,27,0,12,0
6453,ODISHA,MAYURBHANJ,2001,77,31,19,141,0,74,0
6454,ODISHA,NAYAGARH,2001,17,18,14,11,3,9,0
6455,ODISHA,NOWRANGPUR,2001,13,3,0,41,7,13,0
6456,ODISHA,NUAPADA,2001,9,2,0,16,5,17,0
6457,ODISHA,PURI,2001,41,24,29,13,0,32,0
6458,ODISHA,RAYAGADA,2001,9,0,1,33,2,26,0
6459,ODISHA,ROURKELA,2001,12,6,2,35,13,17,0
6460,ODISHA,SAMBALPUR,2001,18,9,0,82,9,18,0
6461,ODISHA,SONEPUR,2001,8,4,6,28,4,11,0
6462,ODISHA,SRP(CUTTACK),2001,1,3,0,5,4,0,0
6463,ODISHA,SRP(ROURKELA),2001,2,3,0,2,0,0,0
6464,ODISHA,SUNDARGARH,2001,36,19,4,82,10,7,0
6465,ODISHA,ANGUL,2002,25,15,8,53,4,49,0
6466,ODISHA,BALASORE,2002,47,31,28,81,26,86,0
6467,ODISHA,BARAGARH,2002,12,4,3,50,4,29,0
6468,ODISHA,BERHAMPUR,2002,10,6,7,41,1,22,0
6469,ODISHA,BHADRAK,2002,27,18,12,35,9,12,0
6470,ODISHA,BOLANGIR,2002,15,12,4,74,15,17,0
6471,ODISHA,BOUDH,2002,2,2,1,21,3,5,0
6472,ODISHA,CUTTACK,2002,32,31,3,69,10,131,0
6473,ODISHA,DEOGARH,2002,7,5,5,44,1,10,0
6474,ODISHA,DHENKANAL,2002,12,17,5,69,6,30,0
6475,ODISHA,GAJAPATI,2002,8,3,0,18,1,7,0
6476,ODISHA,GANJAM,2002,34,8,21,124,9,54,0
6477,ODISHA,JAGATSINGHPUR,2002,17,13,8,19,1,29,0
6478,ODISHA,JAJPUR,2002,18,22,18,18,3,66,0
6479,ODISHA,JHARSUGUDA,2002,11,3,0,27,0,13,0
6480,ODISHA,KALAHANDI,2002,18,9,2,25,10,19,0
6481,ODISHA,KANDHAMAL,2002,32,29,2,72,9,48,0
6482,ODISHA,KENDRAPARA,2002,9,14,24,13,1,18,0
6483,ODISHA,KEONJHAR,2002,42,23,4,157,19,25,0
6484,ODISHA,KHURDA,2002,52,44,19,36,15,187,0
6485,ODISHA,KORAPUT,2002,30,8,3,53,4,41,0
6486,ODISHA,MALKANGIR,2002,15,6,3,17,1,8,0
6487,ODISHA,MAYURBHANJ,2002,68,24,26,125,0,106,0
6488,ODISHA,NAYAGARH,2002,9,11,8,2,1,11,0
6489,ODISHA,NOWRANGPUR,2002,17,16,0,34,3,11,0
6490,ODISHA,NUAPADA,2002,5,5,2,26,5,17,0
6491,ODISHA,PURI,2002,41,28,23,15,2,16,0
6492,ODISHA,RAYAGADA,2002,15,0,0,56,2,24,0
6493,ODISHA,ROURKELA,2002,18,8,0,44,3,18,0
6494,ODISHA,SAMBALPUR,2002,15,3,5,84,7,6,0
6495,ODISHA,SONEPUR,2002,6,2,0,38,4,20,0
6496,ODISHA,SRP(CUTTACK),2002,1,1,0,4,0,2,0
6497,ODISHA,SRP(ROURKELA),2002,0,0,0,6,0,3,0
6498,ODISHA,SUNDARGARH,2002,21,11,4,55,9,27,0
6499,ODISHA,ANGUL,2003,20,9,18,111,0,36,0
6500,ODISHA,BALASORE,2003,49,32,30,61,25,44,0
6501,ODISHA,BARAGARH,2003,30,4,10,70,3,91,0
6502,ODISHA,BERHAMPUR,2003,12,1,4,47,3,18,0
6503,ODISHA,BHADRAK,2003,25,21,21,49,2,67,0
6504,ODISHA,BOLANGIR,2003,25,4,0,95,5,38,0
6505,ODISHA,BOUDH,2003,11,4,1,32,1,10,0
6506,ODISHA,CUTTACK,2003,32,26,47,27,1,122,0
6507,ODISHA,DEOGARH,2003,5,9,0,52,3,12,0
6508,ODISHA,DHENKANAL,2003,9,7,3,67,10,27,0
6509,ODISHA,GAJAPATI,2003,4,4,3,21,1,7,0
6510,ODISHA,GANJAM,2003,17,9,13,185,10,46,0
6511,ODISHA,JAGATSINGHPUR,2003,13,15,12,9,4,29,0
6512,ODISHA,JAJPUR,2003,17,21,19,18,0,73,0
6513,ODISHA,JHARSUGUDA,2003,15,8,0,38,4,23,0
6514,ODISHA,KALAHANDI,2003,18,9,5,22,6,11,0
6515,ODISHA,KANDHAMAL,2003,35,23,2,84,7,75,0
6516,ODISHA,KENDRAPARA,2003,10,12,12,14,0,12,0
6517,ODISHA,KEONJHAR,2003,37,25,14,84,17,55,0
6518,ODISHA,KHURDA,2003,57,35,29,39,19,131,0
6519,ODISHA,KORAPUT,2003,38,21,0,82,4,51,0
6520,ODISHA,MALKANGIR,2003,17,4,1,16,1,6,0
6521,ODISHA,MAYURBHANJ,2003,70,2,11,120,8,135,0
6522,ODISHA,NAYAGARH,2003,15,11,12,10,2,15,0
6523,ODISHA,NOWRANGPUR,2003,26,15,0,44,5,19,0
6524,ODISHA,NUAPADA,2003,6,0,0,21,13,16,0
6525,ODISHA,PURI,2003,39,14,0,7,0,24,0
6526,ODISHA,RAYAGADA,2003,14,5,4,44,3,27,0
6527,ODISHA,ROURKELA,2003,10,3,1,31,6,21,0
6528,ODISHA,SAMBALPUR,2003,22,9,1,61,13,15,0
6529,ODISHA,SONEPUR,2003,4,2,1,44,1,8,0
6530,ODISHA,SRP(CUTTACK),2003,1,2,0,9,1,3,0
6531,ODISHA,SRP(ROURKELA),2003,1,1,0,3,0,0,0
6532,ODISHA,SUNDARGARH,2003,21,6,5,52,10,22,0
6533,ODISHA,ANGUL,2004,27,10,13,81,0,63,0
6534,ODISHA,BALASORE,2004,44,31,41,129,19,28,0
6535,ODISHA,BARAGARH,2004,22,14,8,63,11,90,0
6536,ODISHA,BERHAMPUR,2004,16,12,6,54,0,53,0
6537,ODISHA,BHADRAK,2004,31,17,8,63,15,70,0
6538,ODISHA,BOLANGIR,2004,33,1,6,94,6,43,0
6539,ODISHA,BOUDH,2004,7,4,2,41,1,19,0
6540,ODISHA,CUTTACK,2004,45,38,50,64,4,126,0
6541,ODISHA,DEOGARH,2004,13,3,1,37,1,17,0
6542,ODISHA,DHENKANAL,2004,19,17,12,97,18,25,0
6543,ODISHA,GAJAPATI,2004,5,7,0,23,4,8,0
6544,ODISHA,GANJAM,2004,15,11,21,155,4,30,0
6545,ODISHA,JAGATSINGHPUR,2004,19,18,14,10,2,32,0
6546,ODISHA,JAJPUR,2004,15,21,21,25,4,64,0
6547,ODISHA,JHARSUGUDA,2004,12,7,0,41,2,4,0
6548,ODISHA,KALAHANDI,2004,22,7,2,33,6,20,0
6549,ODISHA,KANDHAMAL,2004,26,12,2,67,4,42,0
6550,ODISHA,KENDRAPARA,2004,19,7,29,9,0,10,0
6551,ODISHA,KEONJHAR,2004,39,14,16,87,6,15,0
6552,ODISHA,KHURDA,2004,44,42,20,49,7,64,0
6553,ODISHA,KORAPUT,2004,40,16,1,82,2,46,0
6554,ODISHA,MALKANGIR,2004,19,2,1,28,3,12,0
6555,ODISHA,MAYURBHANJ,2004,84,25,21,102,0,125,0
6556,ODISHA,NAYAGARH,2004,17,14,1,11,3,10,0
6557,ODISHA,NOWRANGPUR,2004,16,11,0,33,4,24,0
6558,ODISHA,NUAPADA,2004,10,6,1,22,4,10,0
6559,ODISHA,PURI,2004,36,24,19,22,8,17,0
6560,ODISHA,RAYAGADA,2004,19,0,0,59,2,36,0
6561,ODISHA,ROURKELA,2004,10,8,1,56,6,39,0
6562,ODISHA,SAMBALPUR,2004,22,10,0,57,8,25,0
6563,ODISHA,SONEPUR,2004,5,1,0,29,3,7,0
6564,ODISHA,SRP(CUTTACK),2004,0,3,0,3,0,1,0
6565,ODISHA,SRP(ROURKELA),2004,2,0,0,2,0,0,0
6566,ODISHA,SUNDARGARH,2004,17,10,2,83,13,17,0
6567,ODISHA,ANGUL,2005,28,15,5,135,0,61,0
6568,ODISHA,BALASORE,2005,43,35,32,132,17,122,0
6569,ODISHA,BARAGARH,2005,21,12,9,112,3,256,0
6570,ODISHA,BERHAMPUR,2005,6,3,1,111,6,24,0
6571,ODISHA,BHADRAK,2005,37,18,9,90,25,116,0
6572,ODISHA,BOLANGIR,2005,37,32,11,126,10,22,0
6573,ODISHA,BOUDH,2005,7,2,3,35,2,6,0
6574,ODISHA,CUTTACK,2005,29,64,39,24,6,162,0
6575,ODISHA,DEOGARH,2005,16,5,1,60,3,12,0
6576,ODISHA,DHENKANAL,2005,8,9,20,139,9,34,0
6577,ODISHA,GAJAPATI,2005,9,6,1,35,2,3,0
6578,ODISHA,GANJAM,2005,26,12,28,179,10,92,0
6579,ODISHA,JAGATSINGHPUR,2005,14,10,11,7,6,35,0
6580,ODISHA,JAJPUR,2005,20,39,25,37,3,59,0
6581,ODISHA,JHARSUGUDA,2005,19,5,1,52,3,22,0
6582,ODISHA,KALAHANDI,2005,30,10,5,40,1,32,0
6583,ODISHA,KANDHAMAL,2005,20,20,8,111,2,45,0
6584,ODISHA,KENDRAPARA,2005,23,17,19,13,0,5,0
6585,ODISHA,KEONJHAR,2005,36,21,12,89,15,20,0
6586,ODISHA,KHURDA,2005,57,56,17,42,9,46,0
6587,ODISHA,KORAPUT,2005,45,25,2,116,6,64,0
6588,ODISHA,MALKANGIR,2005,7,6,3,23,2,6,0
6589,ODISHA,MAYURBHANJ,2005,102,37,19,136,0,180,0
6590,ODISHA,NAYAGARH,2005,17,20,4,10,3,14,0
6591,ODISHA,NOWRANGPUR,2005,18,8,2,49,1,8,0
6592,ODISHA,NUAPADA,2005,6,5,2,38,3,14,0
6593,ODISHA,PURI,2005,31,18,30,24,8,90,0
6594,ODISHA,RAYAGADA,2005,17,0,2,44,5,37,0
6595,ODISHA,ROURKELA,2005,17,10,8,51,7,26,0
6596,ODISHA,SAMBALPUR,2005,15,17,3,76,10,22,0
6597,ODISHA,SONEPUR,2005,4,1,0,43,0,6,0
6598,ODISHA,SRP(CUTTACK),2005,1,1,0,4,0,2,0
6599,ODISHA,SRP(ROURKELA),2005,1,3,0,6,0,1,0
6600,ODISHA,SUNDARGARH,2005,32,5,2,49,7,27,0
6601,ODISHA,ANGUL,2006,41,13,12,97,13,36,0
6602,ODISHA,BALASORE,2006,59,46,46,145,26,28,0
6603,ODISHA,BARAGARH,2006,17,11,17,69,7,17,0
6604,ODISHA,BERHAMPUR,2006,12,9,9,87,5,11,0
6605,ODISHA,BHADRAK,2006,45,19,23,58,18,17,0
6606,ODISHA,BOLANGIR,2006,40,20,7,140,14,23,0
6607,ODISHA,BOUDH,2006,4,2,1,49,6,9,0
6608,ODISHA,CUTTACK,2006,46,51,49,48,4,36,0
6609,ODISHA,DEOGARH,2006,18,5,2,69,4,13,0
6610,ODISHA,DHENKANAL,2006,32,8,12,130,12,23,0
6611,ODISHA,GAJAPATI,2006,7,4,3,30,0,8,0
6612,ODISHA,GANJAM,2006,33,15,20,176,6,24,0
6613,ODISHA,JAGATSINGHPUR,2006,12,19,17,7,1,8,0
6614,ODISHA,JAJPUR,2006,35,36,29,69,8,31,0
6615,ODISHA,JHARSUGUDA,2006,13,5,3,63,6,7,0
6616,ODISHA,KALAHANDI,2006,49,13,12,42,5,28,0
6617,ODISHA,KANDHAMAL,2006,28,13,2,88,4,38,0
6618,ODISHA,KENDRAPARA,2006,30,9,36,10,1,12,0
6619,ODISHA,KEONJHAR,2006,53,32,10,152,13,20,0
6620,ODISHA,KHURDA,2006,58,46,35,62,10,59,0
6621,ODISHA,KORAPUT,2006,57,36,5,130,5,54,0
6622,ODISHA,MALKANGIR,2006,17,8,3,31,0,8,0
6623,ODISHA,MAYURBHANJ,2006,88,37,25,159,15,61,0
6624,ODISHA,NAYAGARH,2006,17,16,12,16,4,12,0
6625,ODISHA,NOWRANGPUR,2006,24,17,5,53,5,17,0
6626,ODISHA,NUAPADA,2006,9,3,6,38,5,17,0
6627,ODISHA,PURI,2006,19,29,30,17,7,17,0
6628,ODISHA,RAYAGADA,2006,22,10,7,53,4,23,12
6629,ODISHA,ROURKELA,2006,20,14,10,81,10,10,0
6630,ODISHA,SAMBALPUR,2006,25,8,7,106,19,17,0
6631,ODISHA,SONEPUR,2006,13,3,2,58,4,1,0
6632,ODISHA,SRP(CUTTACK),2006,1,3,0,7,0,1,0
6633,ODISHA,SRP(ROURKELA),2006,2,2,0,5,0,0,0
6634,ODISHA,SUNDARGARH,2006,39,15,0,70,6,8,0
6635,ODISHA,ANGUL,2007,38,29,16,199,18,43,0
6636,ODISHA,BALASORE,2007,55,42,35,113,23,32,0
6637,ODISHA,BARAGARH,2007,18,10,10,63,5,9,0
6638,ODISHA,BERHAMPUR,2007,4,6,9,98,4,17,0
6639,ODISHA,BHADRAK,2007,42,20,36,76,10,11,0
6640,ODISHA,BOLANGIR,2007,53,22,16,144,6,18,0
6641,ODISHA,BOUDH,2007,9,4,1,59,1,8,0
6642,ODISHA,CUTTACK,2007,41,63,48,47,13,36,0
6643,ODISHA,DEOGARH,2007,13,3,2,79,5,10,0
6644,ODISHA,DHENKANAL,2007,35,24,25,197,8,20,0
6645,ODISHA,GAJAPATI,2007,8,9,2,30,2,6,0
6646,ODISHA,GANJAM,2007,34,17,20,232,14,18,0
6647,ODISHA,JAGATSINGHPUR,2007,18,7,19,8,2,12,0
